suite,case_id,backend,status,result,expected,elapsed_sec,error_type,error_message,tags,source
growing,fourletter_070,essence,solved,13668,13668,37.951580,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=70,four-letter arrangements
growing,fourletter_075,wfomc,solved,15768,15768,7.435522,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=75,four-letter arrangements
growing,fourletter_075,propositionalwfomc,timeout,,15768,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 65; timeout budget was 100.000s.,fourletter;set;tuple;position;count;growing;family=fourletter;domain=75,four-letter arrangements
growing,fourletter_075,coso,solved,15768,15768,0.210544,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=75,four-letter arrangements
growing,fourletter_075,asp,timeout,,15768,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 45; timeout budget was 100.000s.,fourletter;set;tuple;position;count;growing;family=fourletter;domain=75,four-letter arrangements
growing,fourletter_075,essence,solved,15768,15768,43.634019,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=75,four-letter arrangements
growing,fourletter_080,wfomc,solved,18018,18018,10.869941,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=80,four-letter arrangements
growing,fourletter_080,propositionalwfomc,timeout,,18018,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 65; timeout budget was 100.000s.,fourletter;set;tuple;position;count;growing;family=fourletter;domain=80,four-letter arrangements
growing,fourletter_080,coso,solved,18018,18018,0.203370,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=80,four-letter arrangements
growing,fourletter_080,asp,timeout,,18018,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 45; timeout budget was 100.000s.,fourletter;set;tuple;position;count;growing;family=fourletter;domain=80,four-letter arrangements
growing,fourletter_080,essence,solved,18018,18018,49.480333,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=80,four-letter arrangements
growing,fourletter_085,wfomc,solved,20418,20418,9.699255,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=85,four-letter arrangements
growing,fourletter_085,propositionalwfomc,timeout,,20418,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 65; timeout budget was 100.000s.,fourletter;set;tuple;position;count;growing;family=fourletter;domain=85,four-letter arrangements
growing,fourletter_085,coso,solved,20418,20418,0.206771,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=85,four-letter arrangements
growing,fourletter_085,asp,timeout,,20418,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 45; timeout budget was 100.000s.,fourletter;set;tuple;position;count;growing;family=fourletter;domain=85,four-letter arrangements
growing,fourletter_085,essence,solved,20418,20418,55.801633,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=85,four-letter arrangements
growing,fourletter_090,wfomc,solved,22968,22968,12.106514,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=90,four-letter arrangements
growing,fourletter_090,propositionalwfomc,timeout,,22968,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 65; timeout budget was 100.000s.,fourletter;set;tuple;position;count;growing;family=fourletter;domain=90,four-letter arrangements
growing,fourletter_090,coso,solved,22968,22968,0.208109,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=90,four-letter arrangements
growing,fourletter_090,asp,timeout,,22968,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 45; timeout budget was 100.000s.,fourletter;set;tuple;position;count;growing;family=fourletter;domain=90,four-letter arrangements
growing,fourletter_090,essence,solved,22968,22968,63.771118,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=90,four-letter arrangements
growing,fourletter_095,wfomc,solved,25668,25668,13.538325,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=95,four-letter arrangements
growing,fourletter_095,propositionalwfomc,timeout,,25668,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 65; timeout budget was 100.000s.,fourletter;set;tuple;position;count;growing;family=fourletter;domain=95,four-letter arrangements
growing,fourletter_095,coso,solved,25668,25668,0.202295,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=95,four-letter arrangements
growing,fourletter_095,asp,timeout,,25668,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 45; timeout budget was 100.000s.,fourletter;set;tuple;position;count;growing;family=fourletter;domain=95,four-letter arrangements
growing,fourletter_095,essence,solved,25668,25668,70.979732,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=95,four-letter arrangements
growing,fourletter_100,wfomc,solved,28518,28518,21.366600,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=100,four-letter arrangements
growing,fourletter_100,propositionalwfomc,timeout,,28518,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 65; timeout budget was 100.000s.,fourletter;set;tuple;position;count;growing;family=fourletter;domain=100,four-letter arrangements
growing,fourletter_100,coso,solved,28518,28518,0.201304,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=100,four-letter arrangements
growing,fourletter_100,asp,timeout,,28518,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 45; timeout budget was 100.000s.,fourletter;set;tuple;position;count;growing;family=fourletter;domain=100,four-letter arrangements
growing,fourletter_100,essence,solved,28518,28518,77.991280,,,fourletter;set;tuple;position;count;growing;family=fourletter;domain=100,four-letter arrangements
growing,tvs_005,wfomc,solved,1,1,0.342538,,,tvs;set;choose;count;growing;family=tvs;domain=5,defective TVs purchase
growing,tvs_005,propositionalwfomc,solved,1,1,0.363041,,,tvs;set;choose;count;growing;family=tvs;domain=5,defective TVs purchase
growing,tvs_005,coso,solved,1,1,0.244404,,,tvs;set;choose;count;growing;family=tvs;domain=5,defective TVs purchase
growing,tvs_005,asp,solved,1,1,0.182784,,,tvs;set;choose;count;growing;family=tvs;domain=5,defective TVs purchase
growing,tvs_005,essence,solved,1,1,2.741418,,,tvs;set;choose;count;growing;family=tvs;domain=5,defective TVs purchase
growing,tvs_010,wfomc,solved,56,56,0.339756,,,tvs;set;choose;count;growing;family=tvs;domain=10,defective TVs purchase
growing,tvs_010,propositionalwfomc,solved,56,56,0.519687,,,tvs;set;choose;count;growing;family=tvs;domain=10,defective TVs purchase
growing,tvs_010,coso,solved,56,56,0.244210,,,tvs;set;choose;count;growing;family=tvs;domain=10,defective TVs purchase
growing,tvs_010,asp,solved,56,56,0.191604,,,tvs;set;choose;count;growing;family=tvs;domain=10,defective TVs purchase
growing,tvs_010,essence,solved,56,56,3.289757,,,tvs;set;choose;count;growing;family=tvs;domain=10,defective TVs purchase
growing,tvs_015,wfomc,solved,726,726,0.361308,,,tvs;set;choose;count;growing;family=tvs;domain=15,defective TVs purchase
growing,tvs_015,propositionalwfomc,solved,726,726,0.788664,,,tvs;set;choose;count;growing;family=tvs;domain=15,defective TVs purchase
growing,tvs_015,coso,solved,726,726,0.276390,,,tvs;set;choose;count;growing;family=tvs;domain=15,defective TVs purchase
growing,tvs_015,asp,solved,726,726,0.434434,,,tvs;set;choose;count;growing;family=tvs;domain=15,defective TVs purchase
growing,tvs_015,essence,solved,726,726,4.806337,,,tvs;set;choose;count;growing;family=tvs;domain=15,defective TVs purchase
growing,tvs_020,wfomc,solved,5676,5676,0.346273,,,tvs;set;choose;count;growing;family=tvs;domain=20,defective TVs purchase
growing,tvs_020,propositionalwfomc,solved,5676,5676,1.177247,,,tvs;set;choose;count;growing;family=tvs;domain=20,defective TVs purchase
growing,tvs_020,coso,solved,5676,5676,0.366797,,,tvs;set;choose;count;growing;family=tvs;domain=20,defective TVs purchase
growing,tvs_020,asp,solved,5676,5676,16.028029,,,tvs;set;choose;count;growing;family=tvs;domain=20,defective TVs purchase
growing,tvs_020,essence,solved,5676,5676,11.315001,,,tvs;set;choose;count;growing;family=tvs;domain=20,defective TVs purchase
growing,tvs_025,wfomc,solved,18246,18246,0.354895,,,tvs;set;choose;count;growing;family=tvs;domain=25,defective TVs purchase
growing,tvs_025,propositionalwfomc,solved,18246,18246,1.641340,,,tvs;set;choose;count;growing;family=tvs;domain=25,defective TVs purchase
growing,tvs_025,coso,solved,18246,18246,0.397314,,,tvs;set;choose;count;growing;family=tvs;domain=25,defective TVs purchase
growing,tvs_025,asp,unsolved,,18246,100.027988,TimeoutError,Timed out after 100.000s,tvs;set;choose;count;growing;family=tvs;domain=25,defective TVs purchase
growing,tvs_025,essence,solved,18246,18246,26.515868,,,tvs;set;choose;count;growing;family=tvs;domain=25,defective TVs purchase
growing,tvs_030,wfomc,solved,46872,46872,0.355074,,,tvs;set;choose;count;growing;family=tvs;domain=30,defective TVs purchase
growing,tvs_030,propositionalwfomc,solved,46872,46872,2.238353,,,tvs;set;choose;count;growing;family=tvs;domain=30,defective TVs purchase
growing,tvs_030,coso,solved,46872,46872,0.425715,,,tvs;set;choose;count;growing;family=tvs;domain=30,defective TVs purchase
growing,tvs_030,asp,timeout,,46872,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=30,defective TVs purchase
growing,tvs_030,essence,solved,46872,46872,59.163918,,,tvs;set;choose;count;growing;family=tvs;domain=30,defective TVs purchase
growing,tvs_035,wfomc,solved,103502,103502,0.356229,,,tvs;set;choose;count;growing;family=tvs;domain=35,defective TVs purchase
growing,tvs_035,propositionalwfomc,solved,103502,103502,2.909487,,,tvs;set;choose;count;growing;family=tvs;domain=35,defective TVs purchase
growing,tvs_035,coso,solved,103502,103502,0.441735,,,tvs;set;choose;count;growing;family=tvs;domain=35,defective TVs purchase
growing,tvs_035,asp,timeout,,103502,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=35,defective TVs purchase
growing,tvs_035,essence,unsolved,,103502,100.104214,TimeoutError,Timed out after 100.000s,tvs;set;choose;count;growing;family=tvs;domain=35,defective TVs purchase
growing,tvs_040,wfomc,solved,241452,241452,0.355779,,,tvs;set;choose;count;growing;family=tvs;domain=40,defective TVs purchase
growing,tvs_040,propositionalwfomc,solved,241452,241452,3.721152,,,tvs;set;choose;count;growing;family=tvs;domain=40,defective TVs purchase
growing,tvs_040,coso,solved,241452,241452,0.481861,,,tvs;set;choose;count;growing;family=tvs;domain=40,defective TVs purchase
growing,tvs_040,asp,timeout,,241452,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=40,defective TVs purchase
growing,tvs_040,essence,timeout,,241452,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 35; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=40,defective TVs purchase
growing,tvs_045,wfomc,solved,433367,433367,0.349157,,,tvs;set;choose;count;growing;family=tvs;domain=45,defective TVs purchase
growing,tvs_045,propositionalwfomc,solved,433367,433367,4.624808,,,tvs;set;choose;count;growing;family=tvs;domain=45,defective TVs purchase
growing,tvs_045,coso,solved,433367,433367,0.515747,,,tvs;set;choose;count;growing;family=tvs;domain=45,defective TVs purchase
growing,tvs_045,asp,timeout,,433367,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=45,defective TVs purchase
growing,tvs_045,essence,timeout,,433367,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 35; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=45,defective TVs purchase
growing,tvs_050,wfomc,solved,731038,731038,0.363041,,,tvs;set;choose;count;growing;family=tvs;domain=50,defective TVs purchase
growing,tvs_050,propositionalwfomc,solved,731038,731038,5.832583,,,tvs;set;choose;count;growing;family=tvs;domain=50,defective TVs purchase
growing,tvs_050,coso,solved,731038,731038,0.530895,,,tvs;set;choose;count;growing;family=tvs;domain=50,defective TVs purchase
growing,tvs_050,asp,timeout,,731038,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=50,defective TVs purchase
growing,tvs_050,essence,timeout,,731038,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 35; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=50,defective TVs purchase
growing,tvs_055,wfomc,solved,1173003,1173003,0.348601,,,tvs;set;choose;count;growing;family=tvs;domain=55,defective TVs purchase
growing,tvs_055,propositionalwfomc,solved,1173003,1173003,6.994612,,,tvs;set;choose;count;growing;family=tvs;domain=55,defective TVs purchase
growing,tvs_055,coso,solved,1173003,1173003,0.553121,,,tvs;set;choose;count;growing;family=tvs;domain=55,defective TVs purchase
growing,tvs_055,asp,timeout,,1173003,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=55,defective TVs purchase
growing,tvs_055,essence,timeout,,1173003,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 35; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=55,defective TVs purchase
growing,tvs_060,wfomc,solved,2004828,2004828,0.356688,,,tvs;set;choose;count;growing;family=tvs;domain=60,defective TVs purchase
growing,tvs_060,propositionalwfomc,solved,2004828,2004828,8.284432,,,tvs;set;choose;count;growing;family=tvs;domain=60,defective TVs purchase
growing,tvs_060,coso,solved,2004828,2004828,0.602642,,,tvs;set;choose;count;growing;family=tvs;domain=60,defective TVs purchase
growing,tvs_060,asp,timeout,,2004828,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=60,defective TVs purchase
growing,tvs_060,essence,timeout,,2004828,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 35; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=60,defective TVs purchase
growing,tvs_065,wfomc,solved,2962988,2962988,0.358793,,,tvs;set;choose;count;growing;family=tvs;domain=65,defective TVs purchase
growing,tvs_065,propositionalwfomc,solved,2962988,2962988,9.678311,,,tvs;set;choose;count;growing;family=tvs;domain=65,defective TVs purchase
growing,tvs_065,coso,solved,2962988,2962988,0.629054,,,tvs;set;choose;count;growing;family=tvs;domain=65,defective TVs purchase
growing,tvs_065,asp,timeout,,2962988,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=65,defective TVs purchase
growing,tvs_065,essence,timeout,,2962988,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 35; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=65,defective TVs purchase
growing,tvs_070,wfomc,solved,4255304,4255304,0.368703,,,tvs;set;choose;count;growing;family=tvs;domain=70,defective TVs purchase
growing,tvs_070,propositionalwfomc,solved,4255304,4255304,11.281321,,,tvs;set;choose;count;growing;family=tvs;domain=70,defective TVs purchase
growing,tvs_070,coso,solved,4255304,4255304,0.650878,,,tvs;set;choose;count;growing;family=tvs;domain=70,defective TVs purchase
growing,tvs_070,asp,timeout,,4255304,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=70,defective TVs purchase
growing,tvs_070,essence,timeout,,4255304,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 35; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=70,defective TVs purchase
growing,tvs_075,wfomc,solved,5962104,5962104,0.355725,,,tvs;set;choose;count;growing;family=tvs;domain=75,defective TVs purchase
growing,tvs_075,propositionalwfomc,solved,5962104,5962104,12.608418,,,tvs;set;choose;count;growing;family=tvs;domain=75,defective TVs purchase
growing,tvs_075,coso,solved,5962104,5962104,0.669351,,,tvs;set;choose;count;growing;family=tvs;domain=75,defective TVs purchase
growing,tvs_075,asp,timeout,,5962104,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=75,defective TVs purchase
growing,tvs_075,essence,timeout,,5962104,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 35; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=75,defective TVs purchase
growing,tvs_080,wfomc,solved,8825804,8825804,0.358556,,,tvs;set;choose;count;growing;family=tvs;domain=80,defective TVs purchase
growing,tvs_080,propositionalwfomc,solved,8825804,8825804,14.608114,,,tvs;set;choose;count;growing;family=tvs;domain=80,defective TVs purchase
growing,tvs_080,coso,solved,8825804,8825804,0.716206,,,tvs;set;choose;count;growing;family=tvs;domain=80,defective TVs purchase
growing,tvs_080,asp,timeout,,8825804,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=80,defective TVs purchase
growing,tvs_080,essence,timeout,,8825804,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 35; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=80,defective TVs purchase
growing,tvs_085,wfomc,solved,11834109,11834109,0.361339,,,tvs;set;choose;count;growing;family=tvs;domain=85,defective TVs purchase
growing,tvs_085,propositionalwfomc,solved,11834109,11834109,15.927630,,,tvs;set;choose;count;growing;family=tvs;domain=85,defective TVs purchase
growing,tvs_085,coso,solved,11834109,11834109,0.745859,,,tvs;set;choose;count;growing;family=tvs;domain=85,defective TVs purchase
growing,tvs_085,asp,timeout,,11834109,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=85,defective TVs purchase
growing,tvs_085,essence,timeout,,11834109,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 35; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=85,defective TVs purchase
growing,tvs_090,wfomc,solved,15608670,15608670,0.356208,,,tvs;set;choose;count;growing;family=tvs;domain=90,defective TVs purchase
growing,tvs_090,propositionalwfomc,solved,15608670,15608670,18.243807,,,tvs;set;choose;count;growing;family=tvs;domain=90,defective TVs purchase
growing,tvs_090,coso,solved,15608670,15608670,0.760103,,,tvs;set;choose;count;growing;family=tvs;domain=90,defective TVs purchase
growing,tvs_090,asp,timeout,,15608670,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=90,defective TVs purchase
growing,tvs_090,essence,timeout,,15608670,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 35; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=90,defective TVs purchase
growing,tvs_095,wfomc,solved,20286805,20286805,0.371187,,,tvs;set;choose;count;growing;family=tvs;domain=95,defective TVs purchase
growing,tvs_095,propositionalwfomc,solved,20286805,20286805,20.383479,,,tvs;set;choose;count;growing;family=tvs;domain=95,defective TVs purchase
growing,tvs_095,coso,solved,20286805,20286805,0.788431,,,tvs;set;choose;count;growing;family=tvs;domain=95,defective TVs purchase
growing,tvs_095,asp,timeout,,20286805,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=95,defective TVs purchase
growing,tvs_095,essence,timeout,,20286805,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 35; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=95,defective TVs purchase
growing,tvs_100,wfomc,solved,27641880,27641880,0.368444,,,tvs;set;choose;count;growing;family=tvs;domain=100,defective TVs purchase
growing,tvs_100,propositionalwfomc,solved,27641880,27641880,21.966850,,,tvs;set;choose;count;growing;family=tvs;domain=100,defective TVs purchase
growing,tvs_100,coso,solved,27641880,27641880,0.833507,,,tvs;set;choose;count;growing;family=tvs;domain=100,defective TVs purchase
growing,tvs_100,asp,timeout,,27641880,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 25; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=100,defective TVs purchase
growing,tvs_100,essence,timeout,,27641880,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 35; timeout budget was 100.000s.,tvs;set;choose;count;growing;family=tvs;domain=100,defective TVs purchase
growing,workers_005,wfomc,solved,30,30,0.419514,,,workers;set;composition;index;size;growing;family=workers;domain=5,workers composition
growing,workers_005,propositionalwfomc,solved,30,30,0.508857,,,workers;set;composition;index;size;growing;family=workers;domain=5,workers composition
growing,workers_005,coso,solved,30,30,0.214191,,,workers;set;composition;index;size;growing;family=workers;domain=5,workers composition
growing,workers_005,asp,unsolved,0,30,0.202217,WrongAnswer,"expected 30, got 0",workers;set;composition;index;size;growing;family=workers;domain=5,workers composition
growing,workers_005,essence,unsolved,,30,0.462093,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=5,workers composition
growing,workers_010,wfomc,solved,2520,2520,0.418726,,,workers;set;composition;index;size;growing;family=workers;domain=10,workers composition
growing,workers_010,propositionalwfomc,solved,2520,2520,0.827085,,,workers;set;composition;index;size;growing;family=workers;domain=10,workers composition
growing,workers_010,coso,solved,2520,2520,0.500905,,,workers;set;composition;index;size;growing;family=workers;domain=10,workers composition
growing,workers_010,asp,unsolved,0,2520,0.202102,WrongAnswer,"expected 2520, got 0",workers;set;composition;index;size;growing;family=workers;domain=10,workers composition
growing,workers_010,essence,unsolved,,2520,0.466119,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=10,workers composition
growing,workers_015,wfomc,solved,360360,360360,0.418442,,,workers;set;composition;index;size;growing;family=workers;domain=15,workers composition
growing,workers_015,propositionalwfomc,solved,360360,360360,1.365043,,,workers;set;composition;index;size;growing;family=workers;domain=15,workers composition
growing,workers_015,coso,solved,360360,360360,0.224856,,,workers;set;composition;index;size;growing;family=workers;domain=15,workers composition
growing,workers_015,asp,unsolved,0,360360,0.205886,WrongAnswer,"expected 360360, got 0",workers;set;composition;index;size;growing;family=workers;domain=15,workers composition
growing,workers_015,essence,unsolved,,360360,0.466379,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=15,workers composition
growing,workers_020,wfomc,solved,38798760,38798760,0.436365,,,workers;set;composition;index;size;growing;family=workers;domain=20,workers composition
growing,workers_020,propositionalwfomc,solved,38798760,38798760,2.064458,,,workers;set;composition;index;size;growing;family=workers;domain=20,workers composition
growing,workers_020,coso,solved,38798760,38798760,0.229353,,,workers;set;composition;index;size;growing;family=workers;domain=20,workers composition
growing,workers_020,asp,unsolved,0,38798760,0.203001,WrongAnswer,"expected 38798760, got 0",workers;set;composition;index;size;growing;family=workers;domain=20,workers composition
growing,workers_020,essence,unsolved,,38798760,0.486502,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=20,workers composition
growing,workers_025,wfomc,solved,6692786100,6692786100,0.457452,,,workers;set;composition;index;size;growing;family=workers;domain=25,workers composition
growing,workers_025,propositionalwfomc,solved,6692786100,6692786100,2.956032,,,workers;set;composition;index;size;growing;family=workers;domain=25,workers composition
growing,workers_025,coso,solved,6692786100,6692786100,0.230119,,,workers;set;composition;index;size;growing;family=workers;domain=25,workers composition
growing,workers_025,asp,unsolved,0,6692786100,0.209518,WrongAnswer,"expected 6692786100, got 0",workers;set;composition;index;size;growing;family=workers;domain=25,workers composition
growing,workers_025,essence,unsolved,,6692786100,0.486962,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=25,workers composition
growing,workers_030,wfomc,solved,465817912560,465817912560,0.423105,,,workers;set;composition;index;size;growing;family=workers;domain=30,workers composition
growing,workers_030,propositionalwfomc,solved,465817912560,465817912560,4.151561,,,workers;set;composition;index;size;growing;family=workers;domain=30,workers composition
growing,workers_030,coso,solved,465817912560,465817912560,0.217191,,,workers;set;composition;index;size;growing;family=workers;domain=30,workers composition
growing,workers_030,asp,unsolved,0,465817912560,0.205703,WrongAnswer,"expected 465817912560, got 0",workers;set;composition;index;size;growing;family=workers;domain=30,workers composition
growing,workers_030,essence,unsolved,,465817912560,0.475794,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=30,workers composition
growing,workers_035,wfomc,solved,144403552893600,144403552893600,0.424893,,,workers;set;composition;index;size;growing;family=workers;domain=35,workers composition
growing,workers_035,propositionalwfomc,solved,144403552893600,144403552893600,5.554323,,,workers;set;composition;index;size;growing;family=workers;domain=35,workers composition
growing,workers_035,coso,solved,144403552893600,144403552893600,0.233966,,,workers;set;composition;index;size;growing;family=workers;domain=35,workers composition
growing,workers_035,asp,unsolved,0,144403552893600,0.221968,WrongAnswer,"expected 144403552893600, got 0",workers;set;composition;index;size;growing;family=workers;domain=35,workers composition
growing,workers_035,essence,unsolved,,144403552893600,0.501745,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=35,workers composition
growing,workers_040,wfomc,solved,10685862914126400,10685862914126400,0.430196,,,workers;set;composition;index;size;growing;family=workers;domain=40,workers composition
growing,workers_040,propositionalwfomc,solved,10685862914126400,10685862914126400,7.203888,,,workers;set;composition;index;size;growing;family=workers;domain=40,workers composition
growing,workers_040,coso,solved,10685862914126400,10685862914126400,0.224970,,,workers;set;composition;index;size;growing;family=workers;domain=40,workers composition
growing,workers_040,asp,unsolved,0,10685862914126400,0.202641,WrongAnswer,"expected 10685862914126400, got 0",workers;set;composition;index;size;growing;family=workers;domain=40,workers composition
growing,workers_040,essence,unsolved,,10685862914126400,0.472663,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=40,workers composition
growing,workers_045,wfomc,solved,2018483176886233200,2018483176886233200,0.420358,,,workers;set;composition;index;size;growing;family=workers;domain=45,workers composition
growing,workers_045,propositionalwfomc,solved,2018483176886233200,2018483176886233200,9.135616,,,workers;set;composition;index;size;growing;family=workers;domain=45,workers composition
growing,workers_045,coso,solved,2018483176886233200,2018483176886233200,0.226834,,,workers;set;composition;index;size;growing;family=workers;domain=45,workers composition
growing,workers_045,asp,unsolved,0,2018483176886233200,0.211492,WrongAnswer,"expected 2018483176886233200, got 0",workers;set;composition;index;size;growing;family=workers;domain=45,workers composition
growing,workers_045,essence,unsolved,,2018483176886233200,0.469034,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=45,workers composition
growing,workers_050,wfomc,solved,258253708687166392200,258253708687166392200,0.431436,,,workers;set;composition;index;size;growing;family=workers;domain=50,workers composition
growing,workers_050,propositionalwfomc,solved,258253708687166392200,258253708687166392200,11.193448,,,workers;set;composition;index;size;growing;family=workers;domain=50,workers composition
growing,workers_050,coso,solved,258253708687166392200,258253708687166392200,0.225848,,,workers;set;composition;index;size;growing;family=workers;domain=50,workers composition
growing,workers_050,asp,unsolved,0,258253708687166392200,0.208148,WrongAnswer,"expected 258253708687166392200, got 0",workers;set;composition;index;size;growing;family=workers;domain=50,workers composition
growing,workers_050,essence,unsolved,,258253708687166392200,0.486784,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=50,workers composition
growing,workers_055,wfomc,solved,50187304054872668884200,50187304054872668884200,0.426861,,,workers;set;composition;index;size;growing;family=workers;domain=55,workers composition
growing,workers_055,propositionalwfomc,solved,50187304054872668884200,50187304054872668884200,13.304951,,,workers;set;composition;index;size;growing;family=workers;domain=55,workers composition
